spot,sampleTime,name,value
Achara,2012/8/16,Total nitrogen,1.11
Achara,2012/8/26,Total nitrogen,1
Achara,2012/9/21,Total nitrogen,1
Achara,2012/9/27,Total nitrogen,1.14
Achara,2012/10/18,Total nitrogen,1.12
Achara,2012/10/21,Total nitrogen,1.28
Achara,2012/11/16,Total nitrogen,1.44
Achara,2012/11/22,Total nitrogen,1
Achara,2012/12/7,Total nitrogen,1
Achara,2012/12/10,Total nitrogen,1
Achara,2013/1/17,Total nitrogen,1.88
Achara,2013/2/15,Total nitrogen,1.18
Achara,2013/3/14,Total nitrogen,1.57
Achara,2013/4/12,Total nitrogen,1.16
Achara,2013/5/16,Total nitrogen,1.07
Achara,2013/6/14,Total nitrogen,1.23
Achara,2013/7/18,Total nitrogen,1.41
Achara,2013/8/16,Total nitrogen,0.52
Achara,2013/9/21,Total nitrogen,0.98
Achara,2013/10/18,Total nitrogen,2.09
Achara,2013/11/15,Total nitrogen,2.03
Achara,2013/12/13,Total nitrogen,2.26
Achara,2014/1/16,Total nitrogen,2
Achara,2014/2/15,Total nitrogen,1.87
Achara,2014/3/19,Total nitrogen,1.41
Achara,2014/4/18,Total nitrogen,1.79
Achara,2014/5/16,Total nitrogen,1.09
Achara,2014/6/20,Total nitrogen,1.02
Achara,2014/7/18,Total nitrogen,1.72
Achara,2014/8/16,Total nitrogen,1.56
Achara,2014/9/19,Total nitrogen,2.84
Achara,2014/10/17,Total nitrogen,1.98
Achara,2014/11/21,Total nitrogen,2.33
Achara,2014/12/12,Total nitrogen,1.99
Achara,2015/1/17,Total nitrogen,2.16
Achara,2015/2/21,Total nitrogen,1.43
Achara,2015/3/13,Total nitrogen,1.13
Achara,2015/4/18,Total nitrogen,1.62
Achara,2015/5/15,Total nitrogen,2.07
Achara,2015/6/20,Total nitrogen,1.26
Achara,2015/7/16,Total nitrogen,0.99
Achara,2015/8/22,Total nitrogen,2.06
Achara,2015/9/18,Total nitrogen,1.48
Achara,2015/10/16,Total nitrogen,2.05
Achara,2015/11/20,Total nitrogen,1.01
Achara,2015/12/9,Total nitrogen,1.61
Achara,2016/1/15,Total nitrogen,1.24
Achara,2016/2/12,Total nitrogen,1.19
Achara,2016/3/12,Total nitrogen,1.18
Achara,2016/4/16,Total nitrogen,1.14
Achara,2016/5/13,Total nitrogen,1.67
Achara,2016/6/11,Total nitrogen,1.29
Achara,2016/7/16,Total nitrogen,0.95
Achara,2016/8/20,Total nitrogen,0.63
Achara,2016/9/16,Total nitrogen,1.28
Achara,2016/10/22,Total nitrogen,0.93
Achara,2016/11/19,Total nitrogen,1.27
Achara,2016/12/10,Total nitrogen,1.35
Achara,2009/1/15,Total phosphorus,0.13
Achara,2009/2/13,Total phosphorus,0.05
Achara,2009/3/19,Total phosphorus,0.05
Achara,2009/4/17,Total phosphorus,0.13
Achara,2009/5/17,Total phosphorus,0.32
Achara,2009/6/12,Total phosphorus,0.2
Achara,2009/7/11,Total phosphorus,0.17
Achara,2009/8/13,Total phosphorus,0.2
Achara,2009/9/10,Total phosphorus,0.28
Achara,2009/10/11,Total phosphorus,0.16
Achara,2009/11/19,Total phosphorus,0.28
Achara,2009/12/10,Total phosphorus,0.11
Achara,2010/1/16,Total phosphorus,0.24
Achara,2010/2/11,Total phosphorus,0.2
Achara,2010/2/20,Total phosphorus,0.12
Achara,2010/2/21,Total phosphorus,0.13
Achara,2010/3/13,Total phosphorus,0.33
Achara,2010/3/19,Total phosphorus,0.12
Achara,2010/4/7,Total phosphorus,0.14
Achara,2010/4/8,Total phosphorus,0.16
Achara,2010/4/10,Total phosphorus,0.25
Achara,2010/4/16,Total phosphorus,0.29
Achara,2010/5/15,Total phosphorus,0.15
Achara,2010/5/20,Total phosphorus,0.36
Achara,2010/6/17,Total phosphorus,0.17
Achara,2010/6/30,Total phosphorus,0.13
Achara,2010/7/8,Total phosphorus,0.2
Achara,2010/7/16,Total phosphorus,0.45
Achara,2010/8/12,Total phosphorus,0.32
Achara,2010/8/18,Total phosphorus,0.55
Achara,2010/9/9,Total phosphorus,0.58
Achara,2010/9/17,Total phosphorus,0.82
Achara,2010/10/14,Total phosphorus,0.69
Achara,2010/10/16,Total phosphorus,0.77
Achara,2010/10/22,Total phosphorus,0.17
Achara,2010/11/13,Total phosphorus,0.3
Achara,2010/11/19,Total phosphorus,0.57
Achara,2010/12/10,Total phosphorus,0.22
Achara,2010/12/11,Total phosphorus,0.31
Achara,2011/1/21,Total phosphorus,0.075
Achara,2011/1/22,Total phosphorus,0.12
Achara,2011/2/11,Total phosphorus,0.056
Achara,2011/2/18,Total phosphorus,0.157
Achara,2011/3/18,Total phosphorus,0.102
Achara,2011/3/31,Total phosphorus,0.066
Achara,2011/4/16,Total phosphorus,0.279
Achara,2011/4/22,Total phosphorus,0.11
Achara,2011/5/13,Total phosphorus,0.276
Achara,2011/5/27,Total phosphorus,0.194
Achara,2011/6/11,Total phosphorus,0.105
Achara,2011/6/17,Total phosphorus,0.256
Achara,2011/7/9,Total phosphorus,0.16
Achara,2011/7/14,Total phosphorus,0.11
Achara,2011/8/4,Total phosphorus,0.285
Achara,2011/8/11,Total phosphorus,0.174
Achara,2011/9/14,Total phosphorus,0.124
Achara,2011/9/28,Total phosphorus,0.103
Achara,2011/10/8,Total phosphorus,0.062
Achara,2011/10/13,Total phosphorus,0.148
Achara,2011/11/11,Total phosphorus,0.094
Achara,2011/11/26,Total phosphorus,0.226
Achara,2011/12/10,Total phosphorus,0.08
Achara,2011/12/15,Total phosphorus,0.07
Achara,2012/1/20,Total phosphorus,0.089
Achara,2012/1/21,Total phosphorus,0.078
Achara,2012/2/10,Total phosphorus,0.089
Achara,2012/2/17,Total phosphorus,0.033
Achara,2012/3/15,Total phosphorus,0.072
Achara,2012/3/17,Total phosphorus,0.022
Achara,2012/4/21,Total phosphorus,0.077
Achara,2012/4/29,Total phosphorus,0.128
Achara,2012/5/19,Total phosphorus,0.119
Achara,2012/5/27,Total phosphorus,0.107
Achara,2012/6/16,Total phosphorus,0.293
Achara,2012/6/28,Total phosphorus,0.149
Achara,2012/7/8,Total phosphorus,0.221
Achara,2012/7/21,Total phosphorus,0.022
Achara,2012/8/16,Total phosphorus,0.07
Achara,2012/8/26,Total phosphorus,0.105
Achara,2012/9/21,Total phosphorus,0.067
Achara,2012/9/27,Total phosphorus,0.252
Achara,2012/10/18,Total phosphorus,0.095
Achara,2012/10/21,Total phosphorus,0.114
Achara,2012/11/16,Total phosphorus,0.138
Achara,2012/11/22,Total phosphorus,0.105
Achara,2012/12/7,Total phosphorus,0.091
Achara,2012/12/10,Total phosphorus,0.445
Achara,2013/1/17,Total phosphorus,0.114
Achara,2013/2/15,Total phosphorus,0.042
Achara,2013/3/14,Total phosphorus,0.037
Achara,2013/4/12,Total phosphorus,0.024
Achara,2013/5/16,Total phosphorus,0.06
Achara,2013/6/14,Total phosphorus,0.112
Achara,2013/7/18,Total phosphorus,0.084
Achara,2013/8/16,Total phosphorus,0.028
Achara,2013/9/21,Total phosphorus,0.05
Achara,2013/10/18,Total phosphorus,0.051
Achara,2013/11/15,Total phosphorus,0.094
Achara,2013/12/13,Total phosphorus,0.054
Achara,2014/1/16,Total phosphorus,0.108
Achara,2014/2/15,Total phosphorus,0.046
Achara,2014/3/19,Total phosphorus,0.023
Achara,2014/4/18,Total phosphorus,0.075
Achara,2014/5/16,Total phosphorus,0.027
Achara,2014/6/20,Total phosphorus,0.031
Achara,2014/7/18,Total phosphorus,0.055
Achara,2014/8/16,Total phosphorus,0.036
Achara,2014/9/19,Total phosphorus,0.039
Achara,2014/10/17,Total phosphorus,0.082
Achara,2014/11/21,Total phosphorus,0.037
Achara,2014/12/12,Total phosphorus,0.029
Achara,2015/1/17,Total phosphorus,0.046
Achara,2015/2/21,Total phosphorus,0.045
Achara,2015/3/13,Total phosphorus,0.03
Achara,2015/4/18,Total phosphorus,0.051
Achara,2015/5/15,Total phosphorus,0.022
Achara,2015/7/16,Total phosphorus,0.031
Achara,2015/8/22,Total phosphorus,0.094
Achara,2015/9/18,Total phosphorus,0.15
Achara,2015/10/16,Total phosphorus,0.046
Achara,2015/11/20,Total phosphorus,0.037
Achara,2015/12/9,Total phosphorus,0.025
Achara,2016/1/15,Total phosphorus,0.037
Achara,2016/2/12,Total phosphorus,0.022
Achara,2016/3/12,Total phosphorus,0.029
Achara,2016/4/16,Total phosphorus,0.12
Achara,2016/5/13,Total phosphorus,0.071
Achara,2016/6/11,Total phosphorus,0.043
Achara,2016/7/16,Total phosphorus,0.061
Achara,2016/8/20,Total phosphorus,0.062
Achara,2016/9/16,Total phosphorus,0.061
Achara,2016/10/22,Total phosphorus,0.04
Achara,2016/11/19,Total phosphorus,0.24
Achara,2016/12/10,Total phosphorus,0.08
Boonsri,1998/1/11,Potassium,3.5
Boonsri,1998/2/15,Potassium,3.2
Boonsri,1998/3/12,Potassium,3.7
Boonsri,1998/4/11,Potassium,3.4
Boonsri,1998/5/9,Potassium,3.5
Boonsri,1998/6/6,Potassium,3.39
Boonsri,1998/7/11,Potassium,2.4
Boonsri,1998/8/8,Potassium,2.8
Boonsri,1998/9/5,Potassium,2.6
Boonsri,1998/10/3,Potassium,2.8
Boonsri,1998/11/7,Potassium,2.9
Boonsri,1998/12/5,Potassium,2.45
Boonsri,1999/1/9,Potassium,3.133333333
Boonsri,1999/2/11,Potassium,2.4
Boonsri,1999/3/11,Potassium,2.6
Boonsri,1999/4/16,Potassium,3.3
Boonsri,1999/5/13,Potassium,2.3
Boonsri,1999/6/6,Potassium,2.266666667
Boonsri,1999/7/22,Potassium,2.3
Boonsri,1999/8/19,Potassium,3.4
Boonsri,1999/9/16,Potassium,2.4
Boonsri,1999/10/10,Potassium,3.8
Boonsri,1999/11/5,Potassium,3.25
Boonsri,1999/12/9,Potassium,3.05
Boonsri,2000/1/14,Potassium,2.7
Boonsri,2000/2/10,Potassium,3.533333333
Boonsri,2000/3/10,Potassium,2.4
Boonsri,2000/4/14,Potassium,2.266666667
Boonsri,2000/5/12,Potassium,2.566666667
Boonsri,2000/6/9,Potassium,2.666666667
Boonsri,2000/7/14,Potassium,2.133333333
Boonsri,2000/8/17,Potassium,3.9
Boonsri,2000/9/8,Potassium,2.2
Boonsri,2000/10/6,Potassium,3.033333333
Boonsri,2000/11/10,Potassium,2.466666667
Boonsri,2000/12/8,Potassium,2.766666667
Boonsri,2001/1/20,Potassium,2.6
Boonsri,2001/3/10,Potassium,2.733333333
Boonsri,2001/4/19,Potassium,2.933333333
Boonsri,2001/5/4,Potassium,3.066666667
Boonsri,2001/6/6,Potassium,3.166666667
Boonsri,2001/7/27,Potassium,3.19
Boonsri,2001/8/4,Potassium,4.266666667
Boonsri,2001/9/14,Potassium,3.733333333
Boonsri,2001/10/12,Potassium,4.25
Boonsri,2002/6/13,Potassium,3.266666667
Boonsri,2003/7/10,Potassium,2.933333333
Boonsri,2003/7/25,Potassium,3.333333333
Boonsri,2003/8/7,Potassium,2.833333333
Boonsri,2003/9/5,Potassium,2.8
Boonsri,2003/10/9,Potassium,3
Boonsri,2003/10/23,Potassium,3.666666667
Boonsri,2003/11/13,Potassium,3.333333333
Boonsri,2003/11/27,Potassium,2.333333333
Boonsri,2003/12/4,Potassium,2.333333333
Boonsri,2003/12/18,Potassium,3
Boonsri,2004/1/8,Potassium,3
Boonsri,2004/1/29,Potassium,3
Boonsri,2004/2/12,Potassium,3
Boonsri,2004/2/26,Potassium,3
Boonsri,2004/3/12,Potassium,3
Boonsri,2004/3/26,Potassium,2.666666667
Boonsri,2004/4/9,Potassium,3
Boonsri,2004/4/23,Potassium,2.333333333
Boonsri,2004/5/28,Potassium,2
Boonsri,2004/6/11,Potassium,2
Boonsri,2004/6/25,Potassium,2.666666667
Boonsri,2004/7/9,Potassium,2.333333333
Boonsri,2004/7/23,Potassium,2
Boonsri,2004/8/13,Potassium,3
Boonsri,2004/8/27,Potassium,4
Boonsri,2004/9/10,Potassium,3
Boonsri,2004/9/24,Potassium,3.333333333
Boonsri,2004/10/8,Potassium,2
Boonsri,2004/10/22,Potassium,2.666666667
Boonsri,2004/11/5,Potassium,3
Boonsri,2004/11/26,Potassium,3
Boonsri,2004/12/3,Potassium,3.666666667
Boonsri,2004/12/17,Potassium,2
Boonsri,2005/1/14,Potassium,3
Boonsri,2005/1/28,Potassium,3
Boonsri,2005/2/11,Potassium,2.333333333
Boonsri,2005/2/24,Potassium,3
Boonsri,2005/3/11,Potassium,2.333333333
Boonsri,2005/3/25,Potassium,3
Boonsri,2005/4/8,Potassium,3
Boonsri,2005/4/22,Potassium,3
Boonsri,2005/5/13,Potassium,1.666666667
Boonsri,2005/5/28,Potassium,2
Boonsri,2005/6/10,Potassium,2
Boonsri,2005/6/24,Potassium,3
Boonsri,2005/7/8,Potassium,2
Boonsri,2005/7/22,Potassium,2
Boonsri,2005/8/12,Potassium,3
Boonsri,2005/8/26,Potassium,3
Boonsri,2005/9/9,Potassium,3
Boonsri,2005/9/23,Potassium,2.333333333
Boonsri,2005/10/2,Potassium,2.333333333
Boonsri,2005/10/21,Potassium,3
Boonsri,2005/11/6,Potassium,3.333333333
Boonsri,2005/11/25,Potassium,3.333333333
Boonsri,2005/12/2,Potassium,2
Boonsri,2005/12/16,Potassium,3
Boonsri,2006/1/13,Potassium,2
Boonsri,2006/1/27,Potassium,3
Boonsri,2006/2/10,Potassium,3
Boonsri,2006/2/24,Potassium,2
Boonsri,2006/3/9,Potassium,3
Boonsri,2006/3/23,Potassium,2
Boonsri,2006/4/6,Potassium,2
Boonsri,2006/4/27,Potassium,2.333333333
Boonsri,2006/5/3,Potassium,3
Boonsri,2006/5/25,Potassium,2.666666667
Boonsri,2006/6/8,Potassium,2
Boonsri,2006/6/22,Potassium,2
Boonsri,2006/7/13,Potassium,2
Boonsri,2006/7/27,Potassium,2.666666667
Boonsri,2006/8/10,Potassium,3
Boonsri,2006/8/24,Potassium,2
Boonsri,2006/9/7,Potassium,1
Boonsri,2006/9/21,Potassium,2
Boonsri,2006/10/12,Potassium,3
Boonsri,2006/10/26,Potassium,2.666666667
Boonsri,2006/11/9,Potassium,2
Boonsri,2006/11/23,Potassium,2.666666667
Boonsri,2006/12/7,Potassium,2
Boonsri,2006/12/21,Potassium,2.333333333
Boonsri,2007/1/11,Potassium,3
Boonsri,2007/1/25,Potassium,3
Boonsri,2007/2/8,Potassium,3
Boonsri,2007/2/22,Potassium,3
Boonsri,2007/3/9,Potassium,3
Boonsri,2007/3/22,Potassium,3
Boonsri,2007/4/6,Potassium,3
Boonsri,2007/4/19,Potassium,3
Boonsri,2007/5/10,Potassium,3
Boonsri,2007/5/24,Potassium,2.666666667
Boonsri,2007/6/7,Potassium,2
Boonsri,2007/6/21,Potassium,1
Boonsri,2007/7/5,Potassium,1
Boonsri,2007/7/19,Potassium,1
Boonsri,2007/8/23,Potassium,1
Boonsri,2007/9/20,Potassium,3
Boonsri,2007/10/25,Potassium,3
Boonsri,2007/11/15,Potassium,3
Boonsri,2007/11/22,Potassium,2.333333333
Boonsri,2007/12/20,Potassium,3
Boonsri,2008/1/10,Potassium,3
Boonsri,2008/1/24,Potassium,3
Boonsri,2008/2/6,Potassium,3
Boonsri,2008/2/21,Potassium,4
Boonsri,2008/3/21,Potassium,3
Boonsri,2008/5/16,Potassium,2.666666667
Boonsri,2008/6/20,Potassium,2.666666667
Boonsri,2008/7/11,Potassium,3.333333333
Boonsri,2008/7/25,Potassium,2.333333333
Boonsri,2008/8/3,Potassium,2
Boonsri,2008/8/10,Potassium,2
Boonsri,2008/8/22,Potassium,2.666666667
Boonsri,2008/8/28,Potassium,2.666666667
Boonsri,2008/9/5,Potassium,2.666666667
Boonsri,2008/9/13,Potassium,1
Boonsri,2008/9/18,Potassium,3
Boonsri,2008/9/26,Potassium,3
Boonsri,2008/10/3,Potassium,2.666666667
Boonsri,2008/10/10,Potassium,3
Boonsri,2008/10/17,Potassium,3
Boonsri,2008/10/24,Potassium,3
Boonsri,2008/11/1,Potassium,3
Boonsri,2008/11/28,Potassium,3
Boonsri,2008/12/12,Potassium,2.333333333
Boonsri,2009/1/11,Potassium,3
Boonsri,2009/1/29,Potassium,3
Boonsri,2009/2/14,Potassium,3
Boonsri,2009/2/27,Potassium,3
Boonsri,2009/3/6,Potassium,3
Boonsri,2009/3/19,Potassium,3
Boonsri,2009/4/12,Potassium,2.666666667
Boonsri,2009/4/23,Potassium,3
Boonsri,2009/5/4,Potassium,2
Boonsri,2009/5/21,Potassium,3
Boonsri,2009/6/12,Potassium,2
Boonsri,2009/6/25,Potassium,3
Boonsri,2009/7/12,Potassium,2
Boonsri,2009/7/23,Potassium,3
Boonsri,2009/8/21,Potassium,2.333333333
Boonsri,2009/9/9,Potassium,3
Boonsri,2009/10/22,Potassium,3
Boonsri,2009/11/7,Potassium,2.333333333
Boonsri,2009/12/13,Potassium,2
Boonsri,2010/1/28,Potassium,3
Boonsri,2010/2/18,Potassium,2.333333333
Boonsri,2010/3/25,Potassium,2
Boonsri,2010/4/22,Potassium,2
Boonsri,2010/5/19,Potassium,2
Boonsri,2010/6/23,Potassium,2.2
Boonsri,2010/7/24,Potassium,2.433333333
Boonsri,2010/8/18,Potassium,3.233333333
Boonsri,2010/9/25,Potassium,2.333333333
Boonsri,2010/9/29,Potassium,2.666666667
Boonsri,2010/10/21,Potassium,1.8
Boonsri,2010/11/18,Potassium,2.966666667
Boonsri,2010/12/3,Potassium,2.866666667
Boonsri,2010/12/16,Potassium,2.7
Boonsri,2011/1/20,Potassium,2.533333333
Boonsri,2011/6/23,Potassium,2
Boonsri,2011/7/20,Potassium,3
Boonsri,2011/8/18,Potassium,2
Boonsri,2011/9/28,Potassium,2.7
Boonsri,2011/10/26,Potassium,3
Boonsri,2011/11/26,Potassium,1.666666667
Boonsri,2011/12/14,Potassium,2.666666667
Boonsri,2012/1/26,Potassium,3
Boonsri,2012/2/15,Potassium,3
Boonsri,2012/3/24,Potassium,2
Boonsri,2012/7/20,Potassium,3
Boonsri,2012/8/23,Potassium,3
Boonsri,2012/9/23,Potassium,2.666666667
Boonsri,2012/10/29,Potassium,3
Boonsri,2012/11/17,Potassium,3
Boonsri,2012/12/13,Potassium,3
Boonsri,2013/1/17,Potassium,3.666666667
Boonsri,2013/2/21,Potassium,3
Boonsri,2013/3/15,Potassium,3
Boonsri,2013/4/14,Potassium,3
Boonsri,2013/5/17,Potassium,3
Boonsri,2013/6/20,Potassium,3
Boonsri,2013/7/19,Potassium,3
Boonsri,2013/8/16,Potassium,2.666666667
Boonsri,2013/9/26,Potassium,2.666666667
Boonsri,2013/10/18,Potassium,3
Boonsri,2013/11/14,Potassium,3
Boonsri,2013/12/14,Potassium,2
Boonsri,2014/1/23,Potassium,2.333333333
Boonsri,2014/2/24,Potassium,2.666666667
Boonsri,2014/3/15,Potassium,2
Boonsri,2014/3/20,Potassium,2
Boonsri,2014/4/11,Potassium,2
Boonsri,2014/4/23,Potassium,1
Boonsri,2014/5/16,Potassium,2
Boonsri,2014/5/22,Potassium,2
Boonsri,2014/6/14,Potassium,2
Boonsri,2014/6/21,Potassium,2.333333333
Boonsri,2014/7/16,Potassium,2.666666667
Boonsri,2014/7/23,Potassium,2.666666667
Boonsri,2014/8/1,Potassium,2
Boonsri,2014/8/27,Potassium,3
Boonsri,2014/9/10,Potassium,2
Boonsri,2014/9/17,Potassium,2
Boonsri,2014/10/23,Potassium,3
Boonsri,2014/11/19,Potassium,2
Boonsri,2014/11/27,Potassium,2.666666667
Boonsri,2014/12/5,Potassium,3
Boonsri,2014/12/11,Potassium,2.333333333
Boonsri,2015/1/9,Potassium,2
Boonsri,2015/2/18,Potassium,2.666666667
Boonsri,2015/3/19,Potassium,2
Boonsri,2015/4/22,Potassium,2
Boonsri,2015/5/15,Potassium,2
Boonsri,2015/6/17,Potassium,3
Boonsri,2015/7/16,Potassium,2
Boonsri,2015/8/20,Potassium,2.333333333
Boonsri,2015/9/9,Potassium,2
Boonsri,2015/10/21,Potassium,2
Boonsri,2015/11/11,Potassium,3
Boonsri,2015/12/9,Potassium,2.333333333
Boonsri,2016/1/8,Potassium,2.333333333
Boonsri,2016/2/17,Potassium,2
Boonsri,2016/3/17,Potassium,2.666666667
Boonsri,2016/4/28,Potassium,2.333333333
Boonsri,2016/5/28,Potassium,3
Boonsri,2016/6/16,Potassium,3
Boonsri,2016/7/21,Potassium,2
Boonsri,2016/8/21,Potassium,2
Boonsri,2016/9/22,Potassium,2
Boonsri,2016/10/20,Potassium,2
Boonsri,2016/11/17,Potassium,2
Boonsri,2016/12/10,Potassium,2
Boonsri,2009/4/12,Total nitrogen,1.47
Boonsri,2009/4/23,Total nitrogen,1.066666667
Boonsri,2009/5/4,Total nitrogen,1.3
Boonsri,2009/5/21,Total nitrogen,1.12
Boonsri,2009/6/12,Total nitrogen,1.05
Boonsri,2009/6/25,Total nitrogen,1.396666667
Boonsri,2009/7/12,Total nitrogen,1.09
Boonsri,2009/7/23,Total nitrogen,1.256666667
Boonsri,2009/8/21,Total nitrogen,1.09
Boonsri,2009/9/9,Total nitrogen,1.93
Boonsri,2009/10/22,Total nitrogen,1.593333333
Boonsri,2013/4/14,Total nitrogen,1.623333333
Boonsri,2013/5/17,Total nitrogen,1.33
Boonsri,2013/6/20,Total nitrogen,1.153333333
Boonsri,2013/7/19,Total nitrogen,1.513333333
Boonsri,2013/8/16,Total nitrogen,1.476666667
Boonsri,2013/9/26,Total nitrogen,1.266666667
Boonsri,2013/10/18,Total nitrogen,1.66
Boonsri,2013/11/14,Total nitrogen,1.526666667
Boonsri,2013/12/14,Total nitrogen,1.57
Boonsri,2014/1/23,Total nitrogen,2.22
Boonsri,2014/2/24,Total nitrogen,3.116666667
Boonsri,2014/3/15,Total nitrogen,2.57
Boonsri,2014/3/20,Total nitrogen,2.48
Boonsri,2014/4/11,Total nitrogen,1.21
Boonsri,2014/5/16,Total nitrogen,1.12
Boonsri,2014/6/14,Total nitrogen,1.06
Boonsri,2014/6/21,Total nitrogen,1.06
Boonsri,2014/7/16,Total nitrogen,1.23
Boonsri,2014/8/1,Total nitrogen,1.113333333
Boonsri,2014/8/27,Total nitrogen,1.36
Boonsri,2014/9/17,Total nitrogen,1.03
Boonsri,2014/10/11,Total nitrogen,1.4
Boonsri,2014/10/23,Total nitrogen,1.399
Boonsri,2014/10/31,Total nitrogen,1.535
Boonsri,2014/11/12,Total nitrogen,1.336666667
Boonsri,2014/11/19,Total nitrogen,2.07
Boonsri,2014/11/27,Total nitrogen,1.435666667
Boonsri,2014/12/5,Total nitrogen,2.13
Boonsri,2014/12/11,Total nitrogen,1.75
Boonsri,2015/1/9,Total nitrogen,1.66
Boonsri,2015/1/21,Total nitrogen,2.04
Boonsri,2015/2/12,Total nitrogen,2.186
Boonsri,2015/2/18,Total nitrogen,2.734333333
Boonsri,2015/3/5,Total nitrogen,2.096
Boonsri,2015/3/19,Total nitrogen,2.298
Boonsri,2015/4/8,Total nitrogen,1.519
Boonsri,2015/4/22,Total nitrogen,1.352
Boonsri,2015/5/15,Total nitrogen,1.536333333
Boonsri,2015/5/28,Total nitrogen,1.365
Boonsri,2015/6/10,Total nitrogen,1.391666667
Boonsri,2015/6/17,Total nitrogen,2.130666667
Boonsri,2015/7/16,Total nitrogen,1.237333333
Boonsri,2015/7/24,Total nitrogen,0.860666667
Boonsri,2015/8/1,Total nitrogen,1.323333333
Boonsri,2015/8/20,Total nitrogen,1.186
Boonsri,2015/9/9,Total nitrogen,1.607666667
Boonsri,2015/9/17,Total nitrogen,1.79
Boonsri,2015/10/9,Total nitrogen,1.604
